trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
566,False,"{'a': 0.1, 'e': 0.5988474999999999}",25,0,-52.110301795320275,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
567,False,"{'a': 0.1, 'e': 0.5974299999999999}",20,0,-194.38778623870436,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
568,False,"{'a': 0.1, 'e': 0.5960099999999999}",20,9,-3.3657310283256354,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.1, 'e': 0.5945874999999999}",20,3,-52.18275562943871,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
570,False,"{'a': 0.1, 'e': 0.5931624999999999}",25,0,-127.42152103974169,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
571,False,"{'a': 0.1, 'e': 0.5917349999999999}",20,8,-6.18257527307686,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
572,False,"{'a': 0.1, 'e': 0.5903049999999999}",20,10,-30.398173592232677,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
573,False,"{'a': 0.1, 'e': 0.5888724999999999}",35,0,-145.13042416121354,"{0: 25, 1: 2, 2: 5, 3: 0, 4: 3}",0
574,False,"{'a': 0.1, 'e': 0.5874375}",20,0,-51.06591317774608,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
575,False,"{'a': 0.1, 'e': 0.586}",20,0,9.540919282031473,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
576,False,"{'a': 0.1, 'e': 0.58456}",25,2,-31.40268079487271,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
577,False,"{'a': 0.1, 'e': 0.5831175}",20,0,0.11063812978917498,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
578,False,"{'a': 0.1, 'e': 0.5816724999999999}",25,5,-145.609251913254,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",1
579,False,"{'a': 0.1, 'e': 0.5802249999999999}",25,9,-95.69049273535455,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 1}",1
580,False,"{'a': 0.1, 'e': 0.5787749999999999}",20,7,-26.983011051918616,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
581,False,"{'a': 0.1, 'e': 0.5773225}",20,7,-33.575234383498774,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
582,False,"{'a': 0.1, 'e': 0.5758675}",20,0,-37.32349825643918,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
583,False,"{'a': 0.1, 'e': 0.57441}",20,0,-53.24321425312289,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
584,False,"{'a': 0.1, 'e': 0.57295}",25,19,11.280228474490983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.1, 'e': 0.5714874999999999}",30,13,-87.71907982608782,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 1}",1
586,False,"{'a': 0.1, 'e': 0.5700224999999999}",20,0,-199.69914000918976,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 4}",0
587,False,"{'a': 0.1, 'e': 0.5685549999999999}",20,5,-37.98019558132415,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
588,False,"{'a': 0.1, 'e': 0.567085}",25,0,-90.60027177041131,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
589,False,"{'a': 0.1, 'e': 0.5656125}",20,0,-71.60093792215342,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
590,False,"{'a': 0.1, 'e': 0.5641375}",20,10,5.059726696140838,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.1, 'e': 0.5626599999999999}",30,3,-11.706524738840994,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 0}",1
592,False,"{'a': 0.1, 'e': 0.5611799999999999}",20,0,2.233799291333912,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.1, 'e': 0.5596974999999998}",30,20,1.5587149885860643,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.1, 'e': 0.5582124999999999}",25,0,-122.09896465724215,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
595,False,"{'a': 0.1, 'e': 0.5567249999999999}",20,0,-21.535362341973205,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
596,False,"{'a': 0.1, 'e': 0.5552349999999999}",20,0,-59.53695201385094,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
597,False,"{'a': 0.1, 'e': 0.5537424999999999}",25,14,-25.242378850657126,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
598,False,"{'a': 0.1, 'e': 0.5522474999999999}",25,0,-83.03729189938467,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
599,False,"{'a': 0.1, 'e': 0.5507499999999999}",35,0,-104.27227026320847,"{0: 26, 1: 3, 2: 3, 3: 1, 4: 2}",0
600,False,"{'a': 0.1, 'e': 0.5492499999999999}",30,0,-18.134708193093577,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
601,False,"{'a': 0.1, 'e': 0.5477474999999999}",25,12,-3.4639620924185945,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.1, 'e': 0.5462425}",20,11,6.310867623150786,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.1, 'e': 0.544735}",25,0,-16.517547028312762,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
604,False,"{'a': 0.1, 'e': 0.543225}",20,0,-32.744577434337906,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
605,False,"{'a': 0.1, 'e': 0.5417124999999999}",20,0,5.876743827223405,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
606,False,"{'a': 0.1, 'e': 0.5401974999999999}",25,11,6.133042557254278,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.1, 'e': 0.5386799999999999}",20,12,-8.224084984830206,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.1, 'e': 0.53716}",20,0,-21.35118893326562,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
609,False,"{'a': 0.1, 'e': 0.5356375}",30,15,-89.66013789387397,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 1}",1
610,False,"{'a': 0.1, 'e': 0.5341125}",20,0,-42.86032502198855,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
611,False,"{'a': 0.1, 'e': 0.532585}",30,0,-23.11857660939979,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
612,False,"{'a': 0.1, 'e': 0.5310549999999999}",25,14,-59.37489243667551,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
613,False,"{'a': 0.1, 'e': 0.5295224999999999}",25,5,-24.247921260125267,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
614,False,"{'a': 0.1, 'e': 0.5279874999999999}",20,15,9.055711687716048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.1, 'e': 0.52645}",20,0,-56.45228719337596,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
616,False,"{'a': 0.1, 'e': 0.52491}",20,8,-50.2674412635223,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
617,False,"{'a': 0.1, 'e': 0.5233675}",25,9,10.952936351310841,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.1, 'e': 0.5218225}",25,18,-53.0048535501765,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
619,False,"{'a': 0.1, 'e': 0.5202749999999999}",20,0,-38.351758767508,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
620,False,"{'a': 0.1, 'e': 0.5187249999999999}",25,0,-114.34422147249686,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
621,False,"{'a': 0.1, 'e': 0.5171724999999999}",25,12,-1.244661430421075,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 0.1, 'e': 0.5156175}",20,0,-38.082528972254266,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
623,False,"{'a': 0.1, 'e': 0.51406}",20,9,-7.347868955452106,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
624,False,"{'a': 0.1, 'e': 0.5125}",35,12,-46.039753782087466,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
625,False,"{'a': 0.1, 'e': 0.5109374999999999}",20,0,-35.674425146272306,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
626,False,"{'a': 0.1, 'e': 0.5093724999999999}",25,13,-52.6348049227025,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
627,False,"{'a': 0.1, 'e': 0.5078049999999998}",30,17,1.9000885619898242,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
628,False,"{'a': 0.1, 'e': 0.5062349999999999}",25,5,-88.97304841262365,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
629,False,"{'a': 0.1, 'e': 0.5046624999999999}",25,6,26.945767187042172,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.1, 'e': 0.5030874999999999}",20,0,-35.77345156792721,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
631,False,"{'a': 0.1, 'e': 0.5015099999999999}",25,14,-11.771551803393152,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
632,False,"{'a': 0.1, 'e': 0.4999299999999999}",20,14,12.838910172016464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.1, 'e': 0.4983474999999999}",30,12,-23.38649848007247,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
634,False,"{'a': 0.1, 'e': 0.4967624999999999}",20,1,16.25991910800887,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.1, 'e': 0.49517499999999987}",35,0,-48.22414657448812,"{0: 29, 1: 0, 2: 5, 3: 0, 4: 1}",0
636,False,"{'a': 0.1, 'e': 0.4935849999999999}",20,4,-23.164460298804443,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
637,False,"{'a': 0.1, 'e': 0.4919924999999999}",20,6,-36.17235791849365,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
638,False,"{'a': 0.1, 'e': 0.4903974999999999}",25,0,-60.550156769023104,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",1
639,False,"{'a': 0.1, 'e': 0.4887999999999999}",20,0,-37.66009373612848,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
640,False,"{'a': 0.1, 'e': 0.4871999999999999}",35,0,-113.4804964961529,"{0: 23, 1: 1, 2: 10, 3: 0, 4: 1}",0
641,False,"{'a': 0.1, 'e': 0.4855974999999999}",30,7,-3.695356402002928,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
642,False,"{'a': 0.1, 'e': 0.4839924999999999}",25,17,14.949752415988893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.1, 'e': 0.4823849999999999}",25,0,-107.5921100476615,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
644,False,"{'a': 0.1, 'e': 0.4807749999999999}",20,0,-24.06715817256204,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
645,False,"{'a': 0.1, 'e': 0.4791624999999999}",20,6,4.577698251053426,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.4775474999999999}",25,18,15.21539308079834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.1, 'e': 0.4759299999999999}",30,16,-21.52412059167493,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
648,False,"{'a': 0.1, 'e': 0.4743099999999999}",20,9,-20.6058092736925,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
649,False,"{'a': 0.1, 'e': 0.47268749999999987}",20,8,-42.164432211111354,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
650,False,"{'a': 0.1, 'e': 0.4710624999999999}",25,6,35.70497853800894,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.1, 'e': 0.4694349999999999}",20,10,-16.506947827524023,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
652,False,"{'a': 0.1, 'e': 0.46780499999999986}",20,2,-62.09931668990598,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 0}",1
653,False,"{'a': 0.1, 'e': 0.4661724999999999}",20,12,-5.938388881443696,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
654,False,"{'a': 0.1, 'e': 0.4645374999999999}",25,0,0.6733144933663946,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
655,False,"{'a': 0.1, 'e': 0.46289999999999987}",25,11,-24.82131061584784,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
656,False,"{'a': 0.1, 'e': 0.4612599999999999}",20,12,15.650358790584752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.1, 'e': 0.4596174999999999}",25,8,-54.6500936303399,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
658,False,"{'a': 0.1, 'e': 0.4579724999999999}",20,14,-1.2928401359665447,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.1, 'e': 0.45632499999999987}",35,0,-118.48594274239005,"{0: 28, 1: 0, 2: 4, 3: 0, 4: 3}",0
660,False,"{'a': 0.1, 'e': 0.4546749999999999}",30,4,-71.46298133307016,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 1}",1
661,False,"{'a': 0.1, 'e': 0.4530224999999999}",25,8,-20.23914648102072,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
662,False,"{'a': 0.1, 'e': 0.45136749999999987}",30,0,-2.8808937739318683,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
663,False,"{'a': 0.1, 'e': 0.4497099999999999}",20,0,-57.738140388270686,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
664,False,"{'a': 0.1, 'e': 0.4480499999999999}",25,0,-45.65416406683661,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
665,False,"{'a': 0.1, 'e': 0.4463874999999999}",20,10,-18.080223681199207,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
666,False,"{'a': 0.1, 'e': 0.44472249999999985}",20,0,-16.989543319655276,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
667,False,"{'a': 0.1, 'e': 0.44305499999999987}",20,10,1.1728694794090304,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.1, 'e': 0.44138499999999986}",20,7,-39.54261646928912,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
669,False,"{'a': 0.1, 'e': 0.43971249999999984}",30,8,-98.40072503563111,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 2}",1
670,False,"{'a': 0.1, 'e': 0.43803749999999986}",30,0,0.5824658337230946,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
671,False,"{'a': 0.1, 'e': 0.43635999999999986}",30,23,-8.164236579830131,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
672,False,"{'a': 0.1, 'e': 0.43467999999999984}",20,4,8.076464973224997,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.1, 'e': 0.43299749999999987}",20,10,14.697735960427872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.1, 'e': 0.4313124999999999}",25,14,8.945136714123631,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.1, 'e': 0.42962499999999987}",20,0,-7.708187958762793,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
676,False,"{'a': 0.1, 'e': 0.42793499999999984}",30,13,-41.728543626738926,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
677,False,"{'a': 0.1, 'e': 0.42624249999999986}",20,7,0.5374232662840133,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.1, 'e': 0.42454749999999986}",25,13,9.509698361060675,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.1, 'e': 0.42284999999999984}",20,0,-21.523401290885268,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
680,False,"{'a': 0.1, 'e': 0.42114999999999986}",20,0,6.979422154114244,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
681,False,"{'a': 0.1, 'e': 0.41944749999999986}",20,11,2.4099844989628587,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.1, 'e': 0.41774249999999985}",35,22,14.940870642688095,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.1, 'e': 0.4160349999999999}",20,0,5.750248357592197,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
684,False,"{'a': 0.1, 'e': 0.4143249999999999}",20,11,-26.308694830544397,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
685,False,"{'a': 0.1, 'e': 0.4126124999999999}",20,0,-40.11115854003678,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
686,False,"{'a': 0.1, 'e': 0.41089749999999986}",20,0,-43.7701779887425,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
687,False,"{'a': 0.1, 'e': 0.4091799999999999}",25,7,-99.5887034789349,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
688,False,"{'a': 0.1, 'e': 0.4074599999999999}",25,0,-58.90664592540911,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",1
689,False,"{'a': 0.1, 'e': 0.40573749999999986}",20,0,6.6801378316832345,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
690,False,"{'a': 0.1, 'e': 0.4040124999999999}",30,0,-78.49388163053837,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",1
691,False,"{'a': 0.1, 'e': 0.4022849999999999}",30,16,-95.03738072827993,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
692,False,"{'a': 0.1, 'e': 0.4005549999999999}",20,0,-65.7363481264314,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
693,False,"{'a': 0.1, 'e': 0.39882249999999986}",25,18,10.086189345125531,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.1, 'e': 0.39708749999999987}",30,1,-1.6688102950087202,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
695,False,"{'a': 0.1, 'e': 0.39534999999999987}",20,13,-12.579034567441362,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
696,False,"{'a': 0.1, 'e': 0.39360999999999985}",20,14,12.425143663880302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.1, 'e': 0.39186749999999987}",20,6,7.91606990931738,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.1, 'e': 0.39012249999999987}",25,4,-66.63244561829504,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 1}",1
699,False,"{'a': 0.1, 'e': 0.38837499999999986}",30,6,-0.7162255148742838,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
700,False,"{'a': 0.1, 'e': 0.3866249999999999}",25,14,-3.7366153877180364,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
701,False,"{'a': 0.1, 'e': 0.3848724999999999}",25,17,0.29956256391129443,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.1, 'e': 0.3831174999999999}",20,0,10.95636736164969,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
703,False,"{'a': 0.1, 'e': 0.38135999999999987}",20,0,-45.20980354172053,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
704,False,"{'a': 0.1, 'e': 0.3795999999999999}",20,14,11.177864388503115,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.1, 'e': 0.3778374999999999}",20,10,-23.23662520806409,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
706,False,"{'a': 0.1, 'e': 0.37607249999999987}",20,10,-23.86807664056448,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
707,False,"{'a': 0.1, 'e': 0.3743049999999999}",20,3,-46.330645657658366,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
708,False,"{'a': 0.1, 'e': 0.3725349999999999}",20,9,-15.072050143377668,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
709,False,"{'a': 0.1, 'e': 0.3707624999999999}",20,0,11.089536223190567,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
710,False,"{'a': 0.1, 'e': 0.36898749999999986}",25,8,-15.237058790893455,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
711,False,"{'a': 0.1, 'e': 0.36720999999999987}",20,6,12.50294723894495,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.1, 'e': 0.36542999999999987}",20,0,-3.186878422939525,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
713,False,"{'a': 0.1, 'e': 0.36364749999999985}",25,13,19.760409960741462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.1, 'e': 0.36186249999999986}",25,15,12.819385007679088,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.1, 'e': 0.36007499999999987}",30,16,25.51000430560824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.1, 'e': 0.35828499999999985}",20,2,-10.962934244235834,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
717,False,"{'a': 0.1, 'e': 0.3564924999999999}",25,7,-50.77113822559769,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
718,False,"{'a': 0.1, 'e': 0.3546974999999999}",30,13,-60.28588885052961,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
719,False,"{'a': 0.1, 'e': 0.3528999999999999}",30,14,9.304519190538132,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.1, 'e': 0.35109999999999986}",20,10,19.85174507156957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.1, 'e': 0.34929749999999987}",20,8,20.966127421541323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.1, 'e': 0.34749249999999987}",35,10,-62.55786646205842,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",1
723,False,"{'a': 0.1, 'e': 0.34568499999999985}",25,5,27.353004833723723,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.1, 'e': 0.3438749999999999}",30,0,-5.754437678180281,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
725,False,"{'a': 0.1, 'e': 0.3420624999999999}",20,0,2.9340902291371407,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
726,False,"{'a': 0.1, 'e': 0.34024749999999987}",20,0,-49.8399478063989,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
727,False,"{'a': 0.1, 'e': 0.33842999999999984}",25,8,-5.344668703720698,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
728,False,"{'a': 0.1, 'e': 0.33660999999999985}",30,12,-33.86030920267131,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
729,False,"{'a': 0.1, 'e': 0.33478749999999985}",20,15,3.9688988882771254,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.1, 'e': 0.33296249999999983}",20,13,1.120972335534419,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.1, 'e': 0.33113499999999985}",20,8,7.421285252911339,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.1, 'e': 0.32930499999999985}",20,0,-40.12740447744389,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
733,False,"{'a': 0.1, 'e': 0.32747249999999983}",25,20,8.318721896140687,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.1, 'e': 0.32563749999999986}",30,7,16.429251887366398,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.1, 'e': 0.32379999999999987}",20,4,-33.796232998325664,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
736,False,"{'a': 0.1, 'e': 0.32195999999999986}",20,0,-82.46150664845837,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
737,False,"{'a': 0.1, 'e': 0.32011749999999983}",30,19,-12.155904558686661,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
738,False,"{'a': 0.1, 'e': 0.31827249999999985}",20,1,-3.1418342432963646,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
739,False,"{'a': 0.1, 'e': 0.31642499999999985}",20,8,12.778856145660546,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.1, 'e': 0.3145749999999998}",20,1,31.24975827235116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.1, 'e': 0.31272249999999985}",20,8,-0.4188505873470527,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
742,False,"{'a': 0.1, 'e': 0.31086749999999985}",25,7,15.434097795477722,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.1, 'e': 0.30900999999999984}",20,7,-21.323555154076363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
744,False,"{'a': 0.1, 'e': 0.30714999999999987}",25,13,21.22614201776705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.1, 'e': 0.3052874999999999}",20,0,5.523550977442721,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
746,False,"{'a': 0.1, 'e': 0.3034224999999999}",25,14,7.114530707270418,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.1, 'e': 0.30155499999999985}",20,0,-56.99811289508886,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
748,False,"{'a': 0.1, 'e': 0.29968499999999987}",25,16,-14.651489272609583,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
749,False,"{'a': 0.1, 'e': 0.29781249999999987}",30,11,12.487863579871863,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.1, 'e': 0.29593749999999985}",20,6,-66.63499861075233,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
